CRN,Subj,Crse,Sec,Type,Title,Days,Time,Instructor,Location
3504,MIME,776,001,Seminar,Ph.D. Research Seminar.,F,09:05 am-12:55 pm,Faramarz P   Hassani,ADAMS 126
3505,MIMM,214,001,Lecture,Introductory Immunology: Elements of Immunity.,MWF,09:35 am-10:25 am,Jasmin Kaur  Chahal,ADAMS AUD
3506,MIMM,301,001,Lecture,Scientific Writing Skills in MIMM.,M,01:35 pm-02:25 pm,Jasmin Kaur  Chahal,DUFF THTR 1
3507,MIMM,314,001,Lecture,Intermediate Immunology.,MW,11:35 am-12:55 pm,"Ciriaco   Piccirillo , Irah   King",DUFF THTR 1
3508,MIMM,385,001,Lecture,Laboratory in Immunology.,F,11:35 am-12:25 pm,"Samantha   Gruenheid , Sylvie   Fournier",DUFF THTR 1
3509,MIMM,385,002,Laboratory,Laboratory in Immunology.,W,01:35 pm-05:25 pm,"Samantha   Gruenheid , Sylvie   Fournier",DUFF CFLOOR
3510,MIMM,387,001,Lecture,The Business of Science.,TR,05:35 pm-06:55 pm,TBA,DUFF THTR 1
3511,MIMM,391,002,Lecture,SEA-PHAGES: Genome Annotation.,TR,10:05 am-02:25 pm,Jesse   Shapiro,ENGMC 10
3514,MIMM,413,001,Lecture,Parasitology.,MW,10:35 am-11:25 am,"Greg J   Matlashewski , Momar   Ndao",DUFF THTR 1
3515,MIMM,413,002,Laboratory,Parasitology.,R,02:05 pm-04:25 pm,Greg J   Matlashewski,DUFF CFLOOR
3516,MIMM,413,003,Pre-Lab,Parasitology.,R,01:35 pm-01:55 pm,Greg J   Matlashewski,DUFF THTR 1
3517,MIMM,466,001,Lecture,Viral Pathogenesis.,MW,08:35 am-10:25 am,Chen   Liang,DUFF THTR 1
4980,MIMM,501D2,001,Project,Honours Research Project in Immunology.,M,02:35 pm-04:55 pm,Irah   King,DUFF 507/509
5168,MIMM,502D2,001,Project,Honours Research Project in Microbiology.,M,02:35 pm-04:55 pm,Irah   King,DUFF 507/509
3520,MIMM,509,001,Seminar,Inflammatory Processes.,T,10:35 am-12:55 pm,"Joyce Ellen   Rauch , John Antonio  Di Battista",DUFF 507/509
3521,MIMM,510,001,Lecture,New Advances in Antimicrobial Drugs.,M,01:05 pm-03:55 pm,Ajitha   Thanabalasuriar,DUFF 507/509
3522,MIMM,607,001,Seminar,Biochemical Pathology.,T,02:05 pm-04:55 pm,Maziar   Divangahi,DUFF C14
3523,MIMM,611,001,Seminar,Graduate Seminars 1.,R,09:35 am-12:25 pm,"Martin   Olivier , Ciriaco   Piccirillo",DUFF THTR 1
3524,MIMM,612,001,Seminar,Graduate Seminars 2.,R,09:35 am-12:25 pm,Martin   Olivier,DUFF THTR 1
3525,MIMM,612,002,Seminar,Graduate Seminars 2.,R,09:35 am-12:25 pm,"Martin   Olivier , Ciriaco   Piccirillo",DUFF THTR 1
3531,MIMM,713,001,Seminar,Graduate Seminars 3.,R,09:35 am-12:25 pm,Martin   Olivier,DUFF THTR 1
3536,MRKT,351,001,Lecture,Marketing and Society.,MW,01:05 pm-02:25 pm,Bonnie M   Feigenbaum,BRONF 360
3537,MRKT,354,001,Lecture,Marketing Strategy.,TR,01:05 pm-02:25 pm,George   Dracopoulos,ARMST 065
3538,MRKT,354,002,Lecture,Marketing Strategy.,MW,01:05 pm-02:25 pm,Dennis  Mr Sakalauskas,ARMST 065
3539,MRKT,355,001,Lecture,Services Marketing.,MW,10:05 am-11:25 am,Mary Sharon  Dellar,BRONF 422
3540,MRKT,357,061,Lecture,Marketing Planning 1.,T,06:05 pm-08:55 pm,Robert H S   Soroka,BRONF 011
3541,MRKT,365,001,Lecture,New Products.,MW,10:05 am-11:25 am,Dennis  Mr Sakalauskas,BRONF 002
3542,MRKT,438,001,Lecture,Brand Management.,TR,11:35 am-12:55 pm,Mary Sharon  Dellar,ARMST 065
3543,MRKT,451,001,Lecture,Marketing Research.,TR,11:35 am-12:55 pm,Siddhanth   Mookerjee,ARMST 075
3544,MRKT,451,002,Lecture,Marketing Research.,TR,10:05 am-11:25 am,Siddhanth   Mookerjee,ARMST 075
3545,MRKT,452,001,Lecture,Consumer Behaviour.,MW,04:05 pm-05:25 pm,Ashesh   Mukherjee,BRONF 002
3546,MRKT,453,001,Lecture,Advertising and Media.,MW,04:05 pm-05:25 pm,Mary Sharon  Dellar,BRONF 423
3547,MRKT,459,085,Lecture,Retail Management.,TR,08:35 am-09:55 am,Marie Josee   Lamothe,BRONF 360
3548,MRKT,483,001,Lecture,International Marketing Management.,TR,02:35 pm-03:55 pm,Hamid   Etemad,BRONF 422
3549,MRKT,652,001,Lecture,Competitive Marketing Strategy.,W,02:35 pm-05:25 pm,Dennis  Mr Sakalauskas,ARMST 255
6860,MRKT,690,051,Lecture,Advanced Topics in Marketing 1.,M,06:05 pm-08:55 pm,Laurette   Dube,BRONF 340
3551,MRKT,705,001,Seminar,Seminar in Marketing.,R,08:35 am-11:25 am,Laurette   Dube,TBA
3553,MSUS,401,035,Lecture,Sustainability Consulting.,M,06:05 pm-08:55 pm,Simon   P̩ladeau,BRONF 310
3556,MUAR,201,001,Lecture,Basic Materials: Western Music.,MW,04:05 pm-05:25 pm,TBA,RPHYS 118
3557,MUAR,211,001,Lecture,The Art of Listening.,MW,04:05 pm-05:25 pm,Jerry Michael  Cain,ADAMS AUD
3558,MUAR,374,001,Lecture,Special Topics in Music.,M,04:35 pm-07:25 pm,Roe-Min   Kok,MUSIC C-412
6783,MUAR,374,002,Lecture,Special Topics in Music.,T,11:35 am-02:25 pm,Robert  M Spade,MUSIC C-309
7139,MUAR,374,003,Lecture,Special Topics in Music.,TR,01:05 pm-02:25 pm,Don Patrick  Martin,MUSIC C-310
3559,MUAR,393,001,Lecture,Introduction to Jazz.,WF,11:35 am-12:55 pm,Francisco J   Lozano,LEA 219
3560,MUCO,230,001,Lecture,The Art of Composition.,WF,02:35 pm-03:55 pm,TBA,MUSIC C-411
3561,MUCO,242,001,Lecture,Tonal Composition 1B.,WF,11:35 am-12:55 pm,Melissa Ming Sum  Hui,MUSIC C-201
3562,MUCO,246,001,Seminar,Composition 1B.,M,12:35 pm-02:25 pm,Jean   Lesage,MUSIC C-411
3563,MUCO,260,001,Lecture,Instruments of the Orchestra.,TR,11:35 am-12:55 pm,TBA,MUSIC C-411
3564,MUCO,342,001,Lecture,Digital Studio Composition 2.,R,11:35 am-02:25 pm,Philippe   Leroux,MUSIC E-518
3565,MUCO,360,001,Lecture,Orchestration 2.,WF,01:05 pm-02:25 pm,Denys   Bouliane,MUSIC C-201
3566,MUCO,575,001,Lecture,Topics in Composition.,TR,02:35 pm-03:55 pm,Brian   Cherney,MUSIC A-510
3567,MUCT,235,001,Lecture,Vocal Techniques.,WF,11:35 am-12:55 pm,Theodora   Nestorova,SH550 1117
3568,MUCT,235,002,Studio,Vocal Techniques.,TR,01:05 pm-01:55 pm,TBA,MUSIC C-304
3569,MUCT,315,001,Lecture,Choral Conducting 1.,TR,11:35 am-12:55 pm,TBA,MUSIC C-304
3570,MUCT,315,002,Studio,Choral Conducting 1.,TR,01:05 pm-01:55 pm,TBA,MUSIC C-304
3571,MUEN,454,001,Studio,Introductory Opera Repertoire Experience.,MWRF,04:35 pm-06:25 pm,Stephen   Hargreaves,MUSIC WIRTH OS
3572,MUEN,496,001,Studio,Opera Studio.,MWRF,04:35 pm-06:25 pm,Stephen   Hargreaves,MUSIC WIRTH OS
3573,MUEN,553,001,Studio,Vocal Chamber Ensemble.,F,09:35 am-11:25 am,Maria Caliopi  Popescu,MUSIC C-304
3575,MUEN,560,320,Studio,Chamber Music Ensemble.,U,04:35 pm-06:55 pm,Ali   Yazdanfar,MUSIC C-304
3578,MUEN,563,001,Studio,Jazz Vocal Workshop.,MW,04:35 pm-06:25 pm,Bohdanna   Novak,MUSIC C-209
3579,MUEN,565,001,Seminar,String Quartet Seminar.,M,06:35 pm-09:25 pm,Andre J   Roy,MUSIC C-310
3580,MUEN,567,001,Laboratory,Beethoven Orchestra.,M,07:05 pm-08:55 pm,Rudolf-Alexius   Hauser,MUSIC C-304
3581,MUEN,568,001,Studio,Multiple Ensemble 1.,F,11:35 am-12:25 pm,Jacqueline Fairchild  Leclair,MUSIC C-310
3582,MUEN,568,002,Studio,Multiple Ensemble 1.,U,04:35 pm-06:55 pm,Ali   Yazdanfar,MUSIC C-304
3583,MUEN,568,003,Studio,Multiple Ensemble 1.,W,11:35 am-12:25 pm,Russell   Devuyst,MUSIC C-310
3584,MUEN,568,004,Studio,Multiple Ensemble 1.,T,11:35 am-12:25 pm,Richard Allen   Roberts,MUSIC C-310
3585,MUEN,568,005,Studio,Multiple Ensemble 1.,R,11:35 am-12:25 pm,Elizabeth   Dolin,MUSIC C-310
3586,MUEN,569,001,Performance Session,Tabla Ensemble.,M,11:35 am-01:25 pm,Shawn   Mativetsky,MUSIC C-310
3589,MUEN,572,001,Studio,Cappella Antica.,MW,09:35 am-11:25 am,Rona Miriam  Nadler,MUSIC C-413
3590,MUEN,573,001,Studio,Baroque Orchestra.,MTR,04:35 pm-06:25 pm,"Dorian   Bandy , Elizaveta   Miller",REDPTH HALL
3592,MUEN,578,001,Studio,Song Interpretation 1.,F,10:35 am-12:25 pm,Michael   McMahon,MUSIC C-209
3593,MUEN,579,001,Studio,Song Interpretation 2.,F,12:35 pm-02:25 pm,Michael   McMahon,MUSIC C-209
3594,MUEN,579,002,Studio,Song Interpretation 2.,F,02:35 pm-04:25 pm,Michael   McMahon,MUSIC C-209
3596,MUEN,581,001,Studio,Introduction to Ensemble Playing for Pianists.,R,04:35 pm-05:55 pm,Jean   Marchand,MUSIC C-420
3599,MUEN,585,001,Laboratory,Sonata Masterclass.,T,05:05 pm-06:55 pm,"Kyoko   Hashimoto , Violaine   Melancon",MUSIC C-209
3600,MUEN,590,001,Studio,McGill Wind Orchestra.,MTWRF,09:05 am-11:25 am,Danielle Diane Marie  Gaudry,MUSIC PCHALL
3601,MUEN,592,001,Studio,Chamber Jazz Ensemble.,TR,04:35 pm-06:25 pm,Philippe   C̫t̩,MUSIC C-301
3602,MUEN,593,001,Studio,Choral Ensembles.,TR,09:35 am-11:25 am,Gabrielle   Gaudreault,MUSIC C-209
3603,MUEN,593,002,Studio,Choral Ensembles.,MW,09:35 am-11:25 am,Gabrielle   Gaudreault,MUSIC C-209
3604,MUEN,593,003,Studio,Choral Ensembles.,MW,09:35 am-11:25 am,Gabrielle   Gaudreault,MUSIC C-304
3605,MUEN,594,001,Studio,Contemporary Music Ensemble.,MTWRF,09:05 am-11:25 am,M̩lanie  Mme L̩onard,MUSIC PCHALL
3606,MUEN,595,001,Studio,Jazz Ensembles.,MWF,04:35 pm-06:25 pm,Marianne   Trudel,MUSIC C-304
3607,MUEN,595,002,Studio,Jazz Ensembles.,MWF,04:35 pm-06:25 pm,Philippe   C̫t̩,MUSIC C-310
3608,MUEN,595,003,Studio,Jazz Ensembles.,MW,04:35 pm-06:25 pm,William Victor  Mahar,MUSIC C-301
3609,MUEN,595,004,Studio,Jazz Ensembles.,TR,04:35 pm-06:25 pm,Carlos Alberto   Jimenez,MUSIC C-309
3610,MUEN,597,001,Studio,McGill Symphony Orchestra.,MTWRF,09:05 am-11:25 am,Rudolf-Alexius   Hauser,MUSIC PCHALL
3611,MUEN,598,001,Studio,Percussion Ensembles.,TR,04:35 pm-06:25 pm,TBA,MUSIC E-109
3612,MUEN,654,001,Studio,Opera Repertoire Experience.,MWRF,04:35 pm-06:25 pm,Stephen   Hargreaves,MUSIC WIRTH OS
3613,MUEN,696,001,Studio,Opera Theatre.,M,09:05 am-11:25 am,Stephen   Hargreaves,MUSIC TANNA RCTL
5202,MUGS,705D2,001,Colloquium,Colloquium.,W,04:35 pm-05:55 pm,Liliana   Ara̼jo,TBA
3620,MUGS,711,001,Colloquium,Performance Doctoral Colloquium 1.,R,11:35 am-12:55 pm,Simon   Aldrich,MUSIC A-412
6788,MUGT,205,001,Lecture,Psychology of Music.,M,02:35 pm-05:25 pm,"Andrea   Creech , Liliana   Ara̼jo",MUSIC C-204
3621,MUGT,215,001,Studio,Basic Conducting Techniques.,M,01:35 pm-02:25 pm,John   Guzik,MUSIC C-301
3622,MUGT,354,001,Lecture,Music for Children.,R,02:35 pm-05:25 pm,TBA,EDUC 115
3623,MUGT,358,001,Lecture,General Music for Adults and Teenagers.,T,01:35 pm-04:25 pm,Lisa Marie   Lorenzino,SH550 1116
6905,MUGT,475,001,Project,Special Project.,F,11:35 am-02:25 pm,Isabelle   Cossette,MUSIC A-412
3624,MUGT,612,001,Seminar,Seminar - Music Education 3.,F,11:35 am-02:25 pm,Lisa Marie   Lorenzino,MUSIC C-411
3625,MUGT,613,001,Seminar,Seminar - Music Education 4.,M,11:35 am-02:25 pm,Isabelle   Cossette,MUSIC A-410
3626,MUHL,286,001,Lecture,Critical Thinking About Music.,T,02:35 pm-04:25 pm,Jerry Michael  Cain,MUSIC C-201
3627,MUHL,286,002,Tutorial,Critical Thinking About Music.,R,02:35 pm-03:25 pm,TBA,SH550 1116
3628,MUHL,286,003,Tutorial,Critical Thinking About Music.,R,03:35 pm-04:25 pm,TBA,SH550 1117
3629,MUHL,286,004,Tutorial,Critical Thinking About Music.,R,02:35 pm-03:25 pm,TBA,SH550 1117
3630,MUHL,330,001,Lecture,Music and Film.,WF,03:05 pm-04:25 pm,Lloyd Ashley  Whitesell,MUSIC C-204
3631,MUHL,375,001,Lecture,Introduction to Ethnomusicology.,TR,11:35 am-12:55 pm,David   Brackett,MUSIC C-204
3632,MUHL,387,001,Lecture,Opera from Mozart to Puccini.,TR,11:35 am-12:55 pm,Steven   Huebner,MUSIC C-412
3633,MUHL,396,001,Lecture,Era of the Modern Piano.,WF,01:05 pm-02:25 pm,Lloyd Ashley  Whitesell,MUSIC C-204
3634,MUHL,475,001,Project,Special Project.,M,04:35 pm-07:25 pm,Roe-Min   Kok,MUSIC C-412
6784,MUHL,475,002,Project,Special Project.,TR,01:05 pm-02:25 pm,Don Patrick  Martin,MUSIC C-310
5203,MUHL,591D2,001,Lecture,Paleography.,M,02:35 pm-03:55 pm,Julie Emelyn   Cumming,MUSIC A-512
3635,MUHL,681,001,Seminar,Seminar in Musicology 2.,R,11:35 am-02:25 pm,Dorian   Bandy,MUSIC A-510
3636,MUHL,683,001,Seminar,Seminar in Musicology 4.,W,01:35 pm-04:25 pm,Roe-Min   Kok,MUSIC A-510
3637,MUHL,684,001,Seminar,Seminar in Musicology 5.,F,01:35 pm-04:25 pm,Steven   Huebner,MUSIC A-512
3638,MUHL,685,001,Seminar,Seminar in Musicology 6.,T,11:35 am-02:25 pm,Lisa   Barg,MUSIC A-510
4035,MUIT,202,001,Lecture,Woodwind Techniques.,WF,01:05 pm-02:25 pm,Jennifer E   Bell,MUSIC C-310
4036,MUIT,202,002,Studio,Woodwind Techniques.,TR,03:05 pm-03:55 pm,Jonathan   Dagenais,MUSIC C-310
4037,MUIT,203,001,Lecture,Brass Techniques.,MWF,11:35 am-12:25 pm,Trevor   Dix,MUSIC C-302
4038,MUIT,203,002,Studio,Brass Techniques.,TR,03:05 pm-03:55 pm,Jonathan   Dagenais,MUSIC C-310
4039,MUIT,204,001,Lecture,Percussion Techniques.,MWF,02:35 pm-03:25 pm,Shawn   Mativetsky,MUSIC C-310
4040,MUIT,204,002,Studio,Percussion Techniques.,TR,03:05 pm-03:55 pm,Jonathan   Dagenais,MUSIC C-310
4041,MUIT,250,001,Lecture,Guitar Techniques.,MW,11:35 am-12:55 pm,Steven Craig  Cowan,MUSIC C-309
4042,MUIT,302,001,Lecture,Advanced Wind Techniques.,WF,02:35 pm-03:55 pm,"Jennifer E   Bell , Trevor   Dix",MUSIC C-301
4043,MUIT,315,001,Lecture,Instrumental Conducting.,WF,02:35 pm-03:55 pm,Jonathan   Dagenais,MUSIC A-412
4044,MUIT,315,002,Studio,Instrumental Conducting.,TR,03:05 pm-03:55 pm,Jonathan   Dagenais,MUSIC C-310
4045,MUJZ,161,001,Lecture,Jazz Materials 2.,MW,10:05 am-11:25 am,Alec   Walkington,MUSIC C-412
4046,MUJZ,171,001,Studio,Jazz Keyboard Proficiency 2.,M,11:35 am-12:25 pm,Min Jung   Suh,MUSIC E-215
4047,MUJZ,171,002,Studio,Jazz Keyboard Proficiency 2.,M,12:35 pm-01:25 pm,Min Jung   Suh,MUSIC E-215
4049,MUJZ,224,001,Lecture,Jazz Improvisation/Musicianship 2.,TR,02:05 pm-03:25 pm,Alec   Walkington,MUSIC C-301
4050,MUJZ,224,002,Lecture,Jazz Improvisation/Musicianship 2.,TR,02:05 pm-03:25 pm,Jean-Michel   Pilc,MUSIC C-312
4051,MUJZ,226,001,Lecture,Jazz Vocal Improvisation 2.,TR,12:35 pm-01:55 pm,Camille   Thurman,MUSIC C-301
4052,MUJZ,261,001,Lecture,Jazz Arranging 2.,TR,10:05 am-11:25 am,Benjamin   Deschamps,MUSIC C-411
4053,MUJZ,261,002,Lecture,Jazz Arranging 2.,TR,04:05 pm-05:25 pm,Taylor Taylor  Donaldson,MUSIC C-411
7517,MUJZ,261,003,Lecture,Jazz Arranging 2.,MW,10:05 am-11:25 am,Joseph Leo   Sullivan,MUSIC C-201
4054,MUJZ,323,001,Studio,Advanced Jazz Ear Training.,TR,11:35 am-12:25 pm,TBA,SH550 1116
4055,MUJZ,326,001,Lecture,Jazz Vocal Improvisation 4.,MW,09:35 am-10:55 am,Ranee Y   Lee,MUSIC C-301
4056,MUJZ,341,001,Lecture,Jazz Composition 2.,MW,11:35 am-12:55 pm,Kevin   Dean,MUSIC C-301
4057,MUJZ,341,002,Lecture,Jazz Composition 2.,MW,11:35 am-12:55 pm,Jeffrey E H   Johnston,MUSIC C-312
4058,MUJZ,424,001,Lecture,Jazz Improvisation/Musicianship 4.,TR,10:05 am-11:25 am,Remi   Bolduc,MUSIC C-302
4059,MUJZ,424,002,Lecture,Jazz Improvisation/Musicianship 4.,TR,10:05 am-11:25 am,Ira   Coleman,MUSIC C-312
7181,MUJZ,424,003,Lecture,Jazz Improvisation/Musicianship 4.,TR,10:05 am-11:25 am,"Camille   Thurman , Darrell   Green",MUSIC C-304
4061,MUJZ,441,001,Lecture,Advanced Jazz Composition 2.,W,01:35 pm-03:25 pm,John Edward  Hollenbeck,MUSIC A-512
5240,MUJZ,461D2,001,Lecture,Advanced Jazz Arranging.,T,09:35 am-11:25 am,Joseph Leo   Sullivan,MUSIC A-412
4062,MUJZ,493,001,Lecture,Jazz Performance Practice.,WF,10:05 am-11:25 am,Kevin   Dean,MUSIC C-411
4063,MUJZ,601,001,Seminar,Jazz Pedagogy.,M,09:35 am-12:25 pm,Alexis Oliver James Boire  French,MUSIC C-411
4064,MUJZ,641,001,Seminar,Jazz Composition and Arranging 2.,R,09:35 am-11:25 am,Joseph Leo   Sullivan,MUSIC C-301
4065,MUMT,250,001,Lecture,Music Perception and Cognition.,MW,02:35 pm-03:55 pm,TBA,MUSIC C-412
4066,MUMT,302,001,Lecture,New Media Production 1.,M,04:35 pm-07:25 pm,TBA,MUSIC E-215
4067,MUMT,307,001,Lecture,Music and Audio Computing 2.,T,01:35 pm-04:25 pm,Gary Paul  Scavone,MUSIC E-215
4068,MUMT,501,001,Lecture,Digital Audio Signal Processing.,W,04:35 pm-07:25 pm,TBA,MUSIC A-512
4069,MUMT,619,001,Seminar,Input Devices for Musical Expression.,R,08:35 am-11:25 am,Marcelo Mortensen  Wanderley,MUSIC A-410
4070,MUMT,621,001,Seminar,"Music Information, Retrieval, Acquisition, Preservation.",T,08:35 am-11:25 am,Ichiro   Fujinaga,MUSIC A-410
4072,MUPD,235,001,Lecture,Music as a Profession 2.,M,01:35 pm-02:25 pm,Shawn   Mativetsky,MUSIC TANNA RCTL
4073,MUPD,350,001,Lecture,Applied Projects for Musicians.,W,11:35 am-02:25 pm,TBA,MUSIC C-411
4074,MUPG,211,001,Lecture,French Diction.,T,01:35 pm-03:25 pm,TBA,MUSIC C-411
4075,MUPG,211,002,Lecture,French Diction.,R,01:35 pm-03:25 pm,Julien Mathieu  LeBlanc,MUSIC A-412
4076,MUPG,213,001,Lecture,German Diction.,T,01:35 pm-03:25 pm,Anja   Burmeister Strauss,MUSIC C-412
4077,MUPG,213,002,Lecture,German Diction.,R,01:35 pm-03:25 pm,Anja   Burmeister Strauss,MUSIC C-411
5241,MUPG,272D2,001,Studio,Continuo.,WF,11:35 am-12:25 pm,Elizaveta   Miller,MUSIC C-413
5242,MUPG,315D2,001,Lecture,Introduction to Orchestral Conducting.,M,07:05 pm-08:55 pm,Rudolf-Alexius   Hauser,MUSIC C-304
4078,MUPG,356,001,Studio,Piano Repertoire Studies 1.,M,11:35 am-01:25 pm,Taylor   Chiasson,MUSIC C-420
4079,MUPG,410,001,Tutorial,Violin Orchestral Excerpts.,T,11:35 am-12:25 pm,Richard Allen   Roberts,MUSIC C-310
4080,MUPG,412,001,Tutorial,Cello Orchestral Excerpts.,R,11:35 am-12:25 pm,Elizabeth   Dolin,MUSIC C-310
4081,MUPG,413,001,Tutorial,Double Bass Orchestral Excerpts.,U,04:35 pm-06:55 pm,Ali   Yazdanfar,MUSIC C-304
4082,MUPG,414,001,Tutorial,Woodwinds Orchestral Excerpts.,F,11:35 am-12:25 pm,Jacqueline Fairchild  Leclair,MUSIC C-310
4083,MUPG,415,001,Tutorial,Brass Orchestral Excerpts.,W,11:35 am-12:25 pm,Russell   Devuyst,MUSIC C-310
4085,MUPG,473,003,Project,Special Project in Performance.,M,11:35 am-12:55 pm,Julie Emelyn   Cumming,SH550 1117
6727,MUPG,475,001,Project,Special Project in Performance.,T,11:35 am-02:25 pm,Robert  M Spade,MUSIC C-309
6728,MUPG,475,002,Project,Special Project in Performance.,T,02:35 pm-05:25 pm,Andrea   Creech,SH550 1117
4086,MUPG,475,088,Project,Special Project in Performance.,M,01:05 pm-03:55 pm,Jean-Michel   Pilc,MUSIC C-304
4087,MUPG,475,389,Project,Special Project in Performance.,M,01:35 pm-04:25 pm,Ira   Coleman,MUSIC C-312
4088,MUPG,475,390,Project,Special Project in Performance.,TR,11:35 am-12:55 pm,Darrell   Green,MUSIC A-512
4089,MUPG,542,001,Studio,Senior Piano Seminar 2.,R,01:35 pm-03:25 pm,"Kyoko   Hashimoto , Ilya   Poletaev",MUSIC C-412
4090,MUPG,571,001,Performance Session,Free Improvisation 1.,M,02:35 pm-03:25 pm,Marianne   Trudel,MUSIC C-301
4091,MUPG,590,001,Seminar,Vocal Styles and Conventions.,W,11:35 am-02:25 pm,Anja   Burmeister Strauss,MUSIC A-410
4111,MUPG,671,001,Studio,Advanced Continuo 2.,WF,11:35 am-12:25 pm,Elizaveta   Miller,MUSIC C-413
6729,MUPG,675,002,Project,Special Project in Performance 1.,T,02:35 pm-05:25 pm,Andrea   Creech,SH550 1117
6786,MUPG,675D2,084,Project,Special Project in Performance 1.,F,01:05 pm-02:25 pm,M̩lanie  Mme L̩onard,MUSIC C-301
6782,MUPG,677,054,Seminar,Seminar in Performance Topics 1.,R,11:35 am-02:25 pm,Jacqueline Fairchild  Leclair,MUSIC C-309
4112,MUPG,677,088,Seminar,Seminar in Performance Topics 1.,M,01:05 pm-03:55 pm,Jean-Michel   Pilc,MUSIC C-304
4113,MUPG,677,389,Seminar,Seminar in Performance Topics 1.,M,01:35 pm-04:25 pm,Ira   Coleman,MUSIC C-312
4114,MUPG,677,390,Seminar,Seminar in Performance Topics 1.,TR,11:35 am-12:55 pm,Darrell   Green,MUSIC A-512
4115,MUPG,684,001,Seminar,Piano Seminar 2.,R,01:35 pm-03:25 pm,"Ilya   Poletaev , Kyoko   Hashimoto",MUSIC C-412
4123,MUPP,690,001,Seminar,Performance Practice Seminar 1.,T,12:35 pm-03:25 pm,M̩lanie  Mme L̩onard,MUSIC A-607
4124,MUPP,691,001,Seminar,Performance Practice Seminar 2.,M,11:35 am-02:25 pm,Tracy Anne Loreen  Smith,MUSIC C-204
4125,MUPP,692,001,Seminar,Performance Practice Seminar 3.,R,11:35 am-02:25 pm,Isabelle   Demers,MUSIC A-410
4126,MUPP,693,001,Seminar,Performance Practice Seminar 4.,F,01:35 pm-04:25 pm,Danielle Diane Marie  Gaudry,MUSIC A-510
4127,MUPP,694,001,Seminar,Performance Practice Seminar 5.,W,01:35 pm-04:25 pm,Stephen Michael  Algie,MUSIC A-607
4128,MUPP,695,001,Seminar,Performance Practice Seminar 6.,M,11:35 am-02:25 pm,Jacqueline Fairchild  Leclair,MUSIC C-412
4129,MUSP,124,001,Studio,Jazz Ear Training 2.,TR,01:35 pm-02:25 pm,Bohdanna   Novak,SH550 1118
4130,MUSP,124,002,Studio,Jazz Ear Training 2.,TR,01:35 pm-02:25 pm,TBA,SH550 1117
4131,MUSP,141,001,Studio,Musicianship Training 2.,MW,11:35 am-12:25 pm,Monica   Asly,SH550 1118
4132,MUSP,141,002,Studio,Musicianship Training 2.,MW,01:35 pm-02:25 pm,Justin   Mariner,SH550 1117
4133,MUSP,141,003,Studio,Musicianship Training 2.,TR,12:35 pm-01:25 pm,Margaret Emily   De Castro,SH550 1118
4134,MUSP,141,004,Studio,Musicianship Training 2.,TR,11:35 am-12:25 pm,Margaret Emily   De Castro,SH550 1118
4135,MUSP,141,005,Studio,Musicianship Training 2.,TR,11:35 am-12:25 pm,Fredericka   Petit-Homme,SH550 1117
4136,MUSP,141,006,Studio,Musicianship Training 2.,TR,12:35 pm-01:25 pm,Fredericka   Petit-Homme,SH550 1117
4137,MUSP,141,007,Studio,Musicianship Training 2.,MW,12:35 pm-01:25 pm,TBA,SH550 1116
4138,MUSP,171,001,Studio,Musicianship (Keyboard) 2.,W,03:35 pm-04:25 pm,Julia   Gavrilova,MUSIC E-215
4139,MUSP,171,002,Studio,Musicianship (Keyboard) 2.,W,12:35 pm-01:25 pm,Adalyat   Issiyeva,MUSIC E-215
4140,MUSP,171,003,Studio,Musicianship (Keyboard) 2.,R,02:35 pm-03:25 pm,Jolan   Kovacs,MUSIC E-215
4141,MUSP,171,004,Studio,Musicianship (Keyboard) 2.,R,01:35 pm-02:25 pm,Jolan   Kovacs,MUSIC E-215
4142,MUSP,171,005,Studio,Musicianship (Keyboard) 2.,F,03:35 pm-04:25 pm,TBA,MUSIC E-215
4143,MUSP,171,006,Studio,Musicianship (Keyboard) 2.,F,02:35 pm-03:25 pm,TBA,MUSIC E-215
4144,MUSP,171,007,Studio,Musicianship (Keyboard) 2.,R,03:35 pm-04:25 pm,TBA,MUSIC E-215
4145,MUSP,241,001,Studio,Musicianship Training 4.,WF,02:35 pm-03:25 pm,Monica   Asly,SH550 1118
4146,MUSP,241,002,Studio,Musicianship Training 4.,WF,01:35 pm-02:25 pm,Monica   Asly,SH550 1118
4147,MUSP,241,003,Studio,Musicianship Training 4.,WF,03:35 pm-04:25 pm,Monica   Asly,SH550 1118
4148,MUSP,241,004,Studio,Musicianship Training 4.,MW,11:35 am-12:25 pm,John   Guzik,SH550 1116
4149,MUSP,241,005,Studio,Musicianship Training 4.,MW,03:35 pm-04:25 pm,TBA,SH550 1116
4150,MUSP,241,006,Studio,Musicianship Training 4.,MW,02:35 pm-03:25 pm,John   Guzik,SH550 1116
4151,MUSP,241,007,Studio,Musicianship Training 4.,MW,01:35 pm-02:25 pm,TBA,SH550 1116
4152,MUSP,346,001,Studio,Post-Tonal Musicianship.,WF,01:35 pm-02:25 pm,TBA,MUSIC C-412
4153,MUSP,354,001,Studio,Introduction to Improvisation and Ornamentation.,TR,03:35 pm-04:25 pm,Peter N   Schubert,MUSIC C-412
5254,MUSP,500D2,001,Lecture,Keyboard for Professional Practice.,W,11:35 am-12:25 pm,Jarred   Dunn,MUSIC E-215
